movieId,tmdbId,original_title,description
2539,9535.0,Analyze This,Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks  When Paul Vitti needs help dealing with his role in the family unlucky shrink Dr  Ben Sobel is given just days to resolve Vittis emotional crisis and turn him into a happy welladjusted gangster  New Yorks most powerful gangster is about to get in touch with his feelings  YOU try telling him his 50 minutes are up  Comedy en
2540,9455.0,The Corruptor,Danny is a young cop partnered with Nick a seasoned but ethically tainted veteran  As the two try to stop a gang war in Chinatown Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done  You cant play by the rules if there arent any  Action Crime Drama Thriller en
2541,796.0,Cruel Intentions,Slaking a thirst for dangerous games Kathryn challenges her stepbrother Sebastian to deflower their headmasters daughter before the summer ends  If he succeeds the prize is the chance to bed Kathryn  But if he loses Kathryn will claim his most prized possession  In the game of seduction There is only one rule Never fall in love  Drama en
2542,100.0,"Lock, Stock and Two Smoking Barrels",A card sharp and his unwillinglyenlisted friends need to make a lot of cash quick after losing a sketchy poker match  To do this they decide to pull a heist on a smalltime gang who happen to be operating out of the flat next door  A Disgrace to Criminals Everywhere  Comedy Crime Thriller en
2544,77936.0,L'école de la chair,In Paris Dominique a middleaged fashion professional solicits the services of the handsome Quentin  a bisexual bartender and prostitute who is 15 years her junior  After they first sleep together their business transaction becomes transformed into a passionate love affair  However the couples romance becomes an ugly power struggle when social class and age distinctions begin to bubble toward the surface  Lessons in love sex and betrayal  Drama Romance fr
2546,30943.0,The Deep End of the Ocean,Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3yearold son disappears during her high school reunion  Nine years later by chance he turns up in the town in which the family has just relocated  Based on Jacquelyn Mitchards bestselling novel an Oprah book club selection the movie effectively presents the troubling dynamics that exist between family members whove suffered such an unsettling loss  The search for her son was over  The search for her family was just beginning  Drama en
2548,7341.0,The Rage: Carrie 2,After the suicide of her only friend Rachel has never felt more on the outside  The one person who reached out to her Jessie also happens to be part of the popular crowd that lives to torment outsiders like her  But Rachel has something else that separates her from the rest a secret amazing ability to move things with her mind  Sue Snell the only survivor of Carrie Whites rampage twentytwo years ago may hold the key to helping Rachel come to terms with her awesome but unwanted power  But as Rachel slowly learns to trust a terrible trap is being laid for her  And making her angry could prove to be fatal  Looks Can Kill Horror en
2549,10350.0,Wing Commander,The Hollywood version of the popular video game series Wing Commander  Unlike other video games to feature film transitions series creator Chris Roberts was heavily involved in the films creation  This is the story of Christopher Blair and Todd Maniac Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth  An action packed thrill ride Action SciFi en
2550,11772.0,The Haunting,Dr  Markway doing research to prove the existence of ghosts investigates Hill House a large eerie mansion with a lurid history of violent death and insanity  You may not believe in ghosts but you cannot deny terror Horror Thriller en
2551,9540.0,Dead Ringers,Elliot a successful gynecologist works at the same practice as his identical twin Beverly  Elliot is attracted to many of his patients and has affairs with them  When he inevitably loses interest he will give the woman over to Beverly the meeker of the two without the woman knowing the difference  Beverly falls hard for one of the patients Claire but when she inadvertently deceives him he slips into a state of madness  Two bodies  Two minds  One soul  Drama Horror Thriller en
2552,31503.0,My Boyfriend's Back,Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years  One night Johnny is killed trying to win her over and soon he comes back from the dead and wins Missys heart  A comedy that proves true love never dies  Comedy en
2554,30202.0,Children of the Damned,Six children are found spread through out the world that not only have enormous intelligence but identical intelligence and have a strange bond to each other  Beware the eyes that paralyze Horror SciFi Thriller en
2555,22345.0,Baby Geniuses,Scientist hold talking superintelligent babies captive but things take a turn for the worse when a mixup occurs between a baby genius and its twin  Think innocent  Think helpless  Think again  Naps are history  Comedy en
2557,1567.0,Seul contre tous,The Butcher known from Noes short film Carne has done some time in jail after beating up the guy who tried to seduce his teenage mentallyhandicapped daughter  Now he wants to start a new life  He leaves his daughter in an institution and moves to Lille suburbs with his mistress  She promised him a new butcher shop  She lied  The butcher decides to go back to Paris and find his daughter  In the bowels of France Drama Thriller fr
